payment_id,customer_id,amount,currency,payment_method,failure_code,failure_message,attempt_number,customer_segment,created_at,is_recovered,recovered_amount,split,dataset_seed
pay_000204,cus_00065,2999,INR,netbanking,insufficient_funds,Insufficient funds,1,returning_customer,2026-03-29T19:28:00Z,false,0,development,20260822
pay_000205,cus_00030,7500,INR,netbanking,suspected_fraud,Suspected fraud,1,subscription,2026-01-22T05:32:00Z,false,0,development,20260822
pay_000206,cus_00183,4999,INR,card,authentication_failure,Authentication failure,1,business_customer,2026-03-17T21:51:00Z,false,0,development,20260822
pay_000207,cus_00089,1499,INR,upi,authentication_failure,Authentication failure,1,returning_customer,2026-05-21T12:20:00Z,true,1499,development,20260822
pay_000208,cus_00323,50000,INR,card,insufficient_funds,Insufficient funds,3,new_customer,2026-03-29T20:57:00Z,false,0,development,20260822
pay_000209,cus_00369,799,INR,upi,bank_timeout,Bank timeout,1,returning_customer,2026-02-04T06:00:00Z,true,799,development,20260822
pay_000210,cus_00132,1999,INR,wallet,invalid_account,Invalid account,2,business_customer,2026-03-18T09:02:00Z,false,0,development,20260822
pay_000211,cus_00203,2999,INR,wallet,suspected_fraud,Suspected fraud,1,subscription,2026-03-14T10:35:00Z,false,0,development,20260822
pay_000212,cus_00095,50000,INR,upi,expired_card,Expired card,3,business_customer,2026-05-12T21:14:00Z,true,50000,development,20260822
pay_000213,cus_00192,12000,INR,wallet,bank_timeout,Bank timeout,1,business_customer,2026-02-02T21:22:00Z,true,12000,development,20260822
pay_000214,cus_00310,499,INR,wallet,bank_timeout,Bank timeout,1,new_customer,2026-04-28T07:58:00Z,false,0,development,20260822
pay_000215,cus_00153,4999,INR,netbanking,technical_error,Unknown technical error,1,new_customer,2026-01-29T03:53:00Z,true,4999,development,20260822
pay_000216,cus_00016,50000,INR,upi,bank_timeout,Bank timeout,1,returning_customer,2026-05-28T12:50:00Z,true,50000,development,20260822
pay_000217,cus_00365,2999,INR,upi,bank_timeout,Bank timeout,1,new_customer,2026-04-06T04:21:00Z,true,2999,development,20260822
pay_000218,cus_00087,7500,INR,upi,bank_timeout,Bank timeout,1,new_customer,2026-02-14T05:26:00Z,true,7500,development,20260822
pay_000219,cus_00296,25000,INR,upi,technical_error,Unknown technical error,1,subscription,2026-02-27T01:27:00Z,true,25000,development,20260822
pay_000220,cus_00060,1499,INR,card,bank_timeout,Bank timeout,1,returning_customer,2026-02-17T00:53:00Z,false,0,development,20260822
pay_000221,cus_00059,25000,INR,netbanking,daily_limit_exceeded,Daily limit exceeded,1,business_customer,2026-02-14T23:21:00Z,false,0,development,20260822
pay_000222,cus_00300,2999,INR,card,bank_timeout,Bank timeout,2,returning_customer,2026-02-27T09:36:00Z,false,0,development,20260822
pay_000223,cus_00128,12000,INR,wallet,authentication_failure,Authentication failure,1,returning_customer,2026-06-26T02:54:00Z,true,12000,development,20260822
pay_000224,cus_00105,799,INR,netbanking,expired_card,Expired card,2,returning_customer,2026-06-25T20:29:00Z,false,0,development,20260822
pay_000225,cus_00018,1999,INR,netbanking,insufficient_funds,Insufficient funds,1,returning_customer,2026-01-04T14:39:00Z,true,1999,development,20260822
pay_000226,cus_00223,1999,INR,wallet,bank_timeout,Bank timeout,1,subscription,2026-02-06T11:27:00Z,true,1999,development,20260822
pay_000227,cus_00259,25000,INR,card,technical_error,Unknown technical error,1,subscription,2026-01-24T05:10:00Z,true,25000,development,20260822
pay_000228,cus_00093,50000,INR,upi,authentication_failure,Authentication failure,1,returning_customer,2026-03-07T03:32:00Z,false,0,development,20260822
pay_000229,cus_00103,999,INR,upi,suspected_fraud,Suspected fraud,1,returning_customer,2026-02-14T14:24:00Z,false,0,development,20260822
pay_000230,cus_00194,1999,INR,upi,insufficient_funds,Insufficient funds,1,business_customer,2026-04-26T23:51:00Z,false,0,development,20260822
pay_000231,cus_00028,1499,INR,card,expired_card,Expired card,1,subscription,2026-03-29T08:35:00Z,true,1499,development,20260822
pay_000232,cus_00225,499,INR,card,insufficient_funds,Insufficient funds,1,new_customer,2026-04-19T01:52:00Z,false,0,development,20260822
pay_000233,cus_00291,12000,INR,wallet,authentication_failure,Authentication failure,1,business_customer,2026-02-11T09:33:00Z,true,12000,development,20260822
pay_000234,cus_00335,1999,INR,upi,insufficient_funds,Insufficient funds,2,returning_customer,2026-06-21T13:41:00Z,false,0,development,20260822
pay_000235,cus_00051,25000,INR,wallet,expired_card,Expired card,1,subscription,2026-05-08T17:12:00Z,true,25000,development,20260822
pay_000236,cus_00334,1499,INR,upi,bank_timeout,Bank timeout,1,business_customer,2026-05-22T02:55:00Z,true,1499,development,20260822
pay_000237,cus_00340,799,INR,netbanking,authentication_failure,Authentication failure,2,subscription,2026-03-02T07:41:00Z,false,0,development,20260822
pay_000238,cus_00180,799,INR,netbanking,technical_error,Unknown technical error,1,business_customer,2026-06-20T15:38:00Z,true,799,development,20260822
pay_000239,cus_00110,499,INR,upi,invalid_account,Invalid account,1,subscription,2026-03-16T04:35:00Z,false,0,development,20260822
pay_000240,cus_00241,1999,INR,wallet,expired_card,Expired card,1,new_customer,2026-03-08T12:02:00Z,true,1999,development,20260822
pay_000241,cus_00157,799,INR,upi,authentication_failure,Authentication failure,1,subscription,2026-03-14T03:10:00Z,true,799,development,20260822
pay_000242,cus_00172,4999,INR,netbanking,bank_timeout,Bank timeout,3,subscription,2026-04-22T13:00:00Z,true,4999,development,20260822
pay_000243,cus_00023,2999,INR,wallet,insufficient_funds,Insufficient funds,4,business_customer,2026-04-15T19:40:00Z,false,0,development,20260822
pay_000244,cus_00082,1999,INR,card,insufficient_funds,Insufficient funds,1,new_customer,2026-01-08T22:33:00Z,false,0,development,20260822
pay_000245,cus_00185,1999,INR,netbanking,insufficient_funds,Insufficient funds,3,subscription,2026-03-05T13:53:00Z,false,0,development,20260822
pay_000246,cus_00146,2999,INR,netbanking,authentication_failure,Authentication failure,1,subscription,2026-01-09T23:09:00Z,true,2999,development,20260822
pay_000247,cus_00237,1999,INR,card,insufficient_funds,Insufficient funds,2,returning_customer,2026-06-24T22:46:00Z,false,0,development,20260822
pay_000248,cus_00126,12000,INR,netbanking,bank_timeout,Bank timeout,1,new_customer,2026-01-16T14:11:00Z,true,12000,development,20260822
pay_000249,cus_00229,1499,INR,upi,technical_error,Unknown technical error,1,subscription,2026-05-17T01:28:00Z,true,1499,development,20260822
pay_000250,cus_00350,25000,INR,upi,expired_card,Expired card,2,returning_customer,2026-01-25T20:43:00Z,true,25000,development,20260822
pay_000251,cus_00396,7500,INR,card,invalid_account,Invalid account,2,new_customer,2026-04-17T10:25:00Z,false,0,development,20260822
pay_000252,cus_00191,7500,INR,wallet,authentication_failure,Authentication failure,1,returning_customer,2026-02-17T17:06:00Z,false,0,development,20260822
pay_000253,cus_00019,50000,INR,netbanking,technical_error,Unknown technical error,1,returning_customer,2026-02-02T20:19:00Z,true,50000,development,20260822
pay_000254,cus_00243,2999,INR,card,insufficient_funds,Insufficient funds,3,business_customer,2026-06-08T04:09:00Z,false,0,development,20260822
pay_000255,cus_00123,499,INR,wallet,bank_timeout,Bank timeout,1,business_customer,2026-01-08T06:41:00Z,true,499,development,20260822
pay_000256,cus_00337,2999,INR,wallet,expired_card,Expired card,2,business_customer,2026-05-04T06:02:00Z,true,2999,development,20260822
pay_000257,cus_00403,1499,INR,wallet,insufficient_funds,Insufficient funds,1,subscription,2026-04-21T21:50:00Z,false,0,development,20260822
pay_000258,cus_00147,799,INR,card,bank_timeout,Bank timeout,1,new_customer,2026-03-31T03:24:00Z,false,0,development,20260822
pay_000259,cus_00403,4999,INR,wallet,authentication_failure,Authentication failure,1,new_customer,2026-04-29T09:29:00Z,true,4999,development,20260822
pay_000260,cus_00211,4999,INR,card,technical_error,Unknown technical error,1,subscription,2026-02-23T12:13:00Z,false,0,development,20260822
pay_000261,cus_00195,12000,INR,upi,expired_card,Expired card,2,business_customer,2026-05-03T07:13:00Z,true,12000,development,20260822
pay_000262,cus_00069,7500,INR,upi,technical_error,Unknown technical error,1,new_customer,2026-05-26T20:47:00Z,true,7500,development,20260822
pay_000263,cus_00092,999,INR,upi,expired_card,Expired card,1,returning_customer,2026-06-27T06:07:00Z,true,999,development,20260822
pay_000264,cus_00021,1499,INR,netbanking,suspected_fraud,Suspected fraud,1,new_customer,2026-02-07T07:00:00Z,false,0,development,20260822
pay_000265,cus_00319,799,INR,wallet,authentication_failure,Authentication failure,1,new_customer,2026-02-18T03:44:00Z,false,0,development,20260822
pay_000266,cus_00344,25000,INR,netbanking,expired_card,Expired card,2,subscription,2026-02-24T13:37:00Z,false,0,development,20260822
pay_000267,cus_00312,1999,INR,wallet,invalid_account,Invalid account,1,returning_customer,2026-03-19T02:25:00Z,false,0,development,20260822
pay_000268,cus_00169,799,INR,wallet,authentication_failure,Authentication failure,1,business_customer,2026-04-23T02:49:00Z,false,0,development,20260822
pay_000269,cus_00110,2999,INR,upi,authentication_failure,Authentication failure,2,business_customer,2026-05-22T13:29:00Z,false,0,development,20260822
pay_000270,cus_00075,12000,INR,wallet,technical_error,Unknown technical error,3,new_customer,2026-02-18T18:51:00Z,true,12000,development,20260822
pay_000271,cus_00118,1999,INR,wallet,bank_timeout,Bank timeout,1,new_customer,2026-05-06T17:52:00Z,true,1999,development,20260822
pay_000272,cus_00099,7500,INR,wallet,daily_limit_exceeded,Daily limit exceeded,2,business_customer,2026-01-18T16:07:00Z,false,0,development,20260822
pay_000273,cus_00057,25000,INR,upi,suspected_fraud,Suspected fraud,1,new_customer,2026-03-23T09:34:00Z,false,0,development,20260822
pay_000274,cus_00256,7500,INR,netbanking,insufficient_funds,Insufficient funds,1,returning_customer,2026-01-05T11:06:00Z,false,0,development,20260822
pay_000275,cus_00006,7500,INR,netbanking,bank_timeout,Bank timeout,1,returning_customer,2026-05-06T07:48:00Z,true,7500,development,20260822
pay_000276,cus_00266,12000,INR,card,bank_timeout,Bank timeout,3,new_customer,2026-06-09T18:10:00Z,false,0,development,20260822
pay_000277,cus_00238,1999,INR,wallet,insufficient_funds,Insufficient funds,2,subscription,2026-06-29T20:19:00Z,false,0,development,20260822
pay_000278,cus_00353,999,INR,upi,insufficient_funds,Insufficient funds,1,business_customer,2026-03-11T08:46:00Z,false,0,development,20260822
pay_000279,cus_00201,2999,INR,wallet,authentication_failure,Authentication failure,2,subscription,2026-03-20T20:16:00Z,false,0,development,20260822
pay_000280,cus_00014,1499,INR,upi,expired_card,Expired card,2,subscription,2026-02-11T05:54:00Z,false,0,development,20260822
pay_000281,cus_00397,12000,INR,upi,expired_card,Expired card,1,business_customer,2026-06-23T00:16:00Z,true,12000,development,20260822
pay_000282,cus_00345,799,INR,wallet,insufficient_funds,Insufficient funds,4,subscription,2026-03-20T22:30:00Z,false,0,development,20260822
pay_000283,cus_00311,1999,INR,card,expired_card,Expired card,1,subscription,2026-02-08T20:00:00Z,true,1999,development,20260822
pay_000284,cus_00293,7500,INR,upi,insufficient_funds,Insufficient funds,1,business_customer,2026-02-08T12:39:00Z,false,0,development,20260822
pay_000285,cus_00323,799,INR,upi,daily_limit_exceeded,Daily limit exceeded,3,business_customer,2026-01-12T04:09:00Z,false,0,development,20260822
pay_000286,cus_00156,12000,INR,card,insufficient_funds,Insufficient funds,1,subscription,2026-03-22T05:49:00Z,false,0,development,20260822
pay_000287,cus_00276,799,INR,wallet,insufficient_funds,Insufficient funds,4,business_customer,2026-03-27T05:36:00Z,false,0,development,20260822
pay_000288,cus_00261,50000,INR,netbanking,insufficient_funds,Insufficient funds,1,business_customer,2026-03-06T20:13:00Z,false,0,development,20260822
pay_000289,cus_00212,1499,INR,wallet,daily_limit_exceeded,Daily limit exceeded,1,subscription,2026-01-08T15:10:00Z,true,1499,development,20260822
pay_000290,cus_00009,1999,INR,netbanking,daily_limit_exceeded,Daily limit exceeded,1,subscription,2026-03-28T13:56:00Z,false,0,development,20260822
pay_000291,cus_00079,25000,INR,upi,authentication_failure,Authentication failure,1,subscription,2026-04-02T10:22:00Z,false,0,development,20260822
pay_000292,cus_00419,12000,INR,upi,bank_timeout,Bank timeout,1,business_customer,2026-02-19T07:30:00Z,true,12000,development,20260822
pay_000293,cus_00194,999,INR,netbanking,technical_error,Unknown technical error,1,returning_customer,2026-02-13T19:52:00Z,false,0,development,20260822
pay_000294,cus_00148,1999,INR,upi,insufficient_funds,Insufficient funds,3,subscription,2026-05-27T01:55:00Z,false,0,development,20260822
pay_000295,cus_00323,25000,INR,upi,technical_error,Unknown technical error,2,subscription,2026-01-29T20:18:00Z,true,25000,development,20260822
pay_000296,cus_00265,50000,INR,wallet,bank_timeout,Bank timeout,2,subscription,2026-04-21T10:35:00Z,false,0,development,20260822
pay_000297,cus_00013,2999,INR,upi,daily_limit_exceeded,Daily limit exceeded,3,new_customer,2026-03-22T03:18:00Z,false,0,development,20260822
pay_000298,cus_00038,2999,INR,upi,bank_timeout,Bank timeout,2,subscription,2026-04-07T04:35:00Z,true,2999,development,20260822
pay_000299,cus_00285,999,INR,upi,insufficient_funds,Insufficient funds,4,business_customer,2026-04-08T03:56:00Z,false,0,development,20260822
pay_000300,cus_00315,799,INR,netbanking,expired_card,Expired card,1,business_customer,2026-01-07T19:26:00Z,true,799,development,20260822
pay_000301,cus_00247,50000,INR,upi,invalid_account,Invalid account,2,business_customer,2026-02-08T17:00:00Z,false,0,development,20260822
pay_000302,cus_00076,50000,INR,netbanking,bank_timeout,Bank timeout,1,subscription,2026-01-20T23:16:00Z,false,0,development,20260822
pay_000303,cus_00215,50000,INR,wallet,invalid_account,Invalid account,3,subscription,2026-01-11T14:35:00Z,false,0,development,20260822
pay_000304,cus_00393,1499,INR,upi,insufficient_funds,Insufficient funds,1,business_customer,2026-04-22T04:51:00Z,true,1499,development,20260822
pay_000305,cus_00126,1999,INR,netbanking,expired_card,Expired card,1,returning_customer,2026-02-15T11:54:00Z,true,1999,development,20260822
pay_000306,cus_00328,999,INR,wallet,technical_error,Unknown technical error,1,new_customer,2026-02-03T14:06:00Z,true,999,development,20260822
pay_000307,cus_00183,2999,INR,card,authentication_failure,Authentication failure,2,new_customer,2026-01-08T00:20:00Z,true,2999,development,20260822
pay_000308,cus_00037,799,INR,upi,technical_error,Unknown technical error,1,subscription,2026-05-31T15:23:00Z,true,799,development,20260822
pay_000309,cus_00113,4999,INR,card,bank_timeout,Bank timeout,1,new_customer,2026-04-21T20:42:00Z,true,4999,development,20260822
pay_000310,cus_00078,12000,INR,upi,daily_limit_exceeded,Daily limit exceeded,1,returning_customer,2026-03-10T14:27:00Z,false,0,development,20260822
pay_000311,cus_00384,499,INR,upi,bank_timeout,Bank timeout,1,business_customer,2026-01-25T16:18:00Z,true,499,development,20260822
pay_000312,cus_00005,50000,INR,netbanking,bank_timeout,Bank timeout,4,subscription,2026-01-22T19:42:00Z,false,0,development,20260822
pay_000313,cus_00022,2999,INR,upi,insufficient_funds,Insufficient funds,1,new_customer,2026-03-20T16:16:00Z,false,0,development,20260822
pay_000314,cus_00175,2999,INR,card,expired_card,Expired card,3,business_customer,2026-02-19T16:32:00Z,true,2999,development,20260822
pay_000315,cus_00147,25000,INR,upi,insufficient_funds,Insufficient funds,2,subscription,2026-06-08T15:24:00Z,false,0,development,20260822
pay_000316,cus_00243,4999,INR,upi,technical_error,Unknown technical error,1,new_customer,2026-05-17T04:05:00Z,false,0,development,20260822
pay_000317,cus_00006,1499,INR,card,bank_timeout,Bank timeout,1,new_customer,2026-05-25T13:12:00Z,true,1499,development,20260822
pay_000318,cus_00352,2999,INR,upi,bank_timeout,Bank timeout,1,returning_customer,2026-03-24T15:07:00Z,true,2999,development,20260822
pay_000319,cus_00105,799,INR,netbanking,suspected_fraud,Suspected fraud,1,subscription,2026-06-23T01:38:00Z,false,0,development,20260822
pay_000320,cus_00091,799,INR,card,authentication_failure,Authentication failure,1,business_customer,2026-05-19T06:32:00Z,true,799,development,20260822
pay_000321,cus_00125,7500,INR,netbanking,bank_timeout,Bank timeout,1,returning_customer,2026-01-07T22:32:00Z,false,0,development,20260822
pay_000322,cus_00362,7500,INR,upi,technical_error,Unknown technical error,1,new_customer,2026-01-04T01:32:00Z,true,7500,development,20260822
pay_000323,cus_00182,25000,INR,upi,insufficient_funds,Insufficient funds,1,business_customer,2026-06-29T18:39:00Z,false,0,development,20260822
pay_000324,cus_00101,499,INR,upi,daily_limit_exceeded,Daily limit exceeded,2,subscription,2026-03-07T11:41:00Z,false,0,development,20260822
pay_000325,cus_00092,7500,INR,netbanking,daily_limit_exceeded,Daily limit exceeded,3,new_customer,2026-02-08T20:11:00Z,false,0,development,20260822
pay_000326,cus_00198,25000,INR,card,invalid_account,Invalid account,2,returning_customer,2026-04-11T09:31:00Z,false,0,development,20260822
pay_000327,cus_00383,25000,INR,upi,authentication_failure,Authentication failure,1,business_customer,2026-06-14T14:16:00Z,false,0,development,20260822
pay_000328,cus_00057,999,INR,upi,daily_limit_exceeded,Daily limit exceeded,1,new_customer,2026-06-29T02:12:00Z,false,0,development,20260822
pay_000329,cus_00328,1499,INR,wallet,technical_error,Unknown technical error,1,returning_customer,2026-01-19T02:04:00Z,true,1499,development,20260822
pay_000330,cus_00365,12000,INR,upi,daily_limit_exceeded,Daily limit exceeded,2,new_customer,2026-02-26T08:14:00Z,false,0,development,20260822
pay_000331,cus_00038,799,INR,upi,insufficient_funds,Insufficient funds,4,subscription,2026-02-01T15:55:00Z,false,0,development,20260822
pay_000332,cus_00121,1499,INR,upi,technical_error,Unknown technical error,1,new_customer,2026-02-01T02:30:00Z,false,0,development,20260822
pay_000333,cus_00224,25000,INR,netbanking,bank_timeout,Bank timeout,1,business_customer,2026-04-14T09:53:00Z,true,25000,development,20260822
pay_000334,cus_00109,4999,INR,card,bank_timeout,Bank timeout,2,business_customer,2026-02-01T11:47:00Z,true,4999,development,20260822
pay_000335,cus_00211,1499,INR,wallet,bank_timeout,Bank timeout,1,returning_customer,2026-05-27T08:21:00Z,true,1499,development,20260822
pay_000336,cus_00226,1999,INR,card,expired_card,Expired card,2,subscription,2026-06-08T05:41:00Z,true,1999,development,20260822
pay_000337,cus_00116,25000,INR,netbanking,insufficient_funds,Insufficient funds,1,returning_customer,2026-02-19T22:32:00Z,true,25000,development,20260822
pay_000338,cus_00253,1499,INR,card,bank_timeout,Bank timeout,1,subscription,2026-04-25T10:47:00Z,true,1499,development,20260822
pay_000339,cus_00229,799,INR,netbanking,insufficient_funds,Insufficient funds,2,subscription,2026-01-27T18:17:00Z,false,0,development,20260822
pay_000340,cus_00375,25000,INR,upi,daily_limit_exceeded,Daily limit exceeded,2,new_customer,2026-04-10T17:07:00Z,false,0,development,20260822
pay_000341,cus_00014,999,INR,netbanking,expired_card,Expired card,1,new_customer,2026-06-23T23:24:00Z,true,999,development,20260822
pay_000342,cus_00142,1999,INR,upi,technical_error,Unknown technical error,3,returning_customer,2026-05-29T23:46:00Z,false,0,development,20260822
pay_000343,cus_00197,12000,INR,wallet,bank_timeout,Bank timeout,1,returning_customer,2026-04-09T21:11:00Z,false,0,development,20260822
pay_000344,cus_00247,7500,INR,upi,invalid_account,Invalid account,4,subscription,2026-06-20T11:23:00Z,false,0,development,20260822
pay_000345,cus_00083,499,INR,card,technical_error,Unknown technical error,3,returning_customer,2026-06-17T20:53:00Z,true,499,development,20260822
pay_000346,cus_00214,12000,INR,upi,technical_error,Unknown technical error,3,business_customer,2026-03-23T20:51:00Z,false,0,development,20260822
pay_000347,cus_00283,1999,INR,upi,insufficient_funds,Insufficient funds,2,subscription,2026-02-20T08:51:00Z,false,0,development,20260822
pay_000348,cus_00078,4999,INR,wallet,bank_timeout,Bank timeout,2,new_customer,2026-02-21T04:01:00Z,true,4999,development,20260822
pay_000349,cus_00159,2999,INR,card,invalid_account,Invalid account,2,new_customer,2026-05-01T01:07:00Z,false,0,development,20260822
pay_000350,cus_00087,2999,INR,upi,authentication_failure,Authentication failure,1,subscription,2026-02-10T20:37:00Z,false,0,development,20260822
pay_000351,cus_00030,2999,INR,upi,insufficient_funds,Insufficient funds,1,new_customer,2026-06-08T04:47:00Z,false,0,development,20260822
pay_000352,cus_00013,4999,INR,netbanking,expired_card,Expired card,1,returning_customer,2026-04-15T17:24:00Z,true,4999,development,20260822
pay_000353,cus_00196,499,INR,netbanking,expired_card,Expired card,1,subscription,2026-04-11T19:39:00Z,false,0,development,20260822
pay_000354,cus_00201,2999,INR,wallet,invalid_account,Invalid account,1,business_customer,2026-01-03T23:10:00Z,true,2999,development,20260822
pay_000355,cus_00022,1999,INR,upi,bank_timeout,Bank timeout,1,business_customer,2026-04-02T08:01:00Z,true,1999,development,20260822
pay_000356,cus_00036,25000,INR,card,insufficient_funds,Insufficient funds,1,returning_customer,2026-05-25T04:10:00Z,false,0,development,20260822
pay_000357,cus_00266,799,INR,upi,insufficient_funds,Insufficient funds,3,new_customer,2026-06-28T07:18:00Z,true,799,development,20260822
pay_000358,cus_00409,1499,INR,upi,technical_error,Unknown technical error,1,new_customer,2026-05-22T04:53:00Z,true,1499,development,20260822
pay_000359,cus_00190,25000,INR,upi,bank_timeout,Bank timeout,1,new_customer,2026-03-16T19:21:00Z,true,25000,development,20260822
pay_000360,cus_00350,12000,INR,netbanking,bank_timeout,Bank timeout,1,new_customer,2026-04-29T00:28:00Z,true,12000,development,20260822
pay_000361,cus_00052,4999,INR,upi,insufficient_funds,Insufficient funds,1,subscription,2026-03-02T07:53:00Z,false,0,development,20260822
pay_000362,cus_00083,799,INR,card,bank_timeout,Bank timeout,1,returning_customer,2026-06-01T15:56:00Z,true,799,development,20260822
pay_000363,cus_00125,799,INR,upi,expired_card,Expired card,1,business_customer,2026-03-31T15:06:00Z,false,0,development,20260822
pay_000364,cus_00086,4999,INR,wallet,bank_timeout,Bank timeout,1,business_customer,2026-06-28T03:51:00Z,true,4999,development,20260822
pay_000365,cus_00118,2999,INR,card,bank_timeout,Bank timeout,1,subscription,2026-06-26T02:55:00Z,true,2999,development,20260822
pay_000366,cus_00363,999,INR,wallet,bank_timeout,Bank timeout,3,business_customer,2026-05-23T06:16:00Z,true,999,development,20260822
pay_000367,cus_00189,999,INR,wallet,technical_error,Unknown technical error,2,returning_customer,2026-03-29T16:20:00Z,true,999,development,20260822
pay_000368,cus_00173,1499,INR,netbanking,bank_timeout,Bank timeout,1,business_customer,2026-06-21T17:05:00Z,true,1499,development,20260822
pay_000369,cus_00217,1499,INR,upi,insufficient_funds,Insufficient funds,1,subscription,2026-01-09T22:12:00Z,true,1499,development,20260822
pay_000370,cus_00354,499,INR,upi,technical_error,Unknown technical error,4,subscription,2026-01-14T19:08:00Z,false,0,development,20260822
pay_000371,cus_00194,499,INR,upi,technical_error,Unknown technical error,2,business_customer,2026-04-11T19:09:00Z,true,499,development,20260822
pay_000372,cus_00011,7500,INR,card,bank_timeout,Bank timeout,1,returning_customer,2026-01-05T23:49:00Z,false,0,development,20260822
pay_000373,cus_00258,2999,INR,netbanking,insufficient_funds,Insufficient funds,4,business_customer,2026-02-09T12:42:00Z,false,0,development,20260822
pay_000374,cus_00255,4999,INR,wallet,technical_error,Unknown technical error,2,returning_customer,2026-05-28T10:47:00Z,false,0,development,20260822
pay_000375,cus_00340,1499,INR,netbanking,daily_limit_exceeded,Daily limit exceeded,2,business_customer,2026-01-12T01:42:00Z,false,0,development,20260822
pay_000376,cus_00398,7500,INR,netbanking,invalid_account,Invalid account,1,subscription,2026-06-18T16:06:00Z,false,0,development,20260822
pay_000377,cus_00234,999,INR,netbanking,authentication_failure,Authentication failure,4,returning_customer,2026-03-18T18:50:00Z,false,0,development,20260822
pay_000378,cus_00386,1499,INR,netbanking,expired_card,Expired card,1,new_customer,2026-06-08T14:53:00Z,true,1499,development,20260822
pay_000379,cus_00264,4999,INR,netbanking,technical_error,Unknown technical error,1,returning_customer,2026-03-03T16:03:00Z,true,4999,development,20260822
pay_000380,cus_00292,50000,INR,card,technical_error,Unknown technical error,1,new_customer,2026-03-25T22:42:00Z,true,50000,development,20260822
pay_000381,cus_00083,25000,INR,card,suspected_fraud,Suspected fraud,1,returning_customer,2026-04-02T04:32:00Z,false,0,development,20260822
pay_000382,cus_00017,12000,INR,card,insufficient_funds,Insufficient funds,1,returning_customer,2026-05-28T09:50:00Z,false,0,development,20260822
pay_000383,cus_00040,7500,INR,card,daily_limit_exceeded,Daily limit exceeded,2,new_customer,2026-05-21T18:23:00Z,true,7500,development,20260822
pay_000384,cus_00184,999,INR,netbanking,bank_timeout,Bank timeout,2,business_customer,2026-05-06T20:43:00Z,true,999,development,20260822
pay_000385,cus_00347,4999,INR,card,daily_limit_exceeded,Daily limit exceeded,3,new_customer,2026-03-28T20:35:00Z,false,0,development,20260822
pay_000386,cus_00408,4999,INR,netbanking,expired_card,Expired card,2,business_customer,2026-05-07T09:13:00Z,false,0,development,20260822
pay_000387,cus_00364,4999,INR,wallet,technical_error,Unknown technical error,3,business_customer,2026-05-17T03:09:00Z,false,0,development,20260822
pay_000388,cus_00062,799,INR,wallet,bank_timeout,Bank timeout,1,returning_customer,2026-03-03T13:05:00Z,true,799,development,20260822
pay_000389,cus_00360,2999,INR,upi,invalid_account,Invalid account,2,business_customer,2026-03-29T23:19:00Z,false,0,development,20260822
pay_000390,cus_00330,499,INR,netbanking,daily_limit_exceeded,Daily limit exceeded,2,returning_customer,2026-03-08T23:45:00Z,false,0,development,20260822
pay_000391,cus_00104,7500,INR,card,insufficient_funds,Insufficient funds,1,new_customer,2026-04-17T01:03:00Z,true,7500,development,20260822
pay_000392,cus_00374,7500,INR,upi,expired_card,Expired card,1,new_customer,2026-01-04T08:39:00Z,true,7500,development,20260822
pay_000393,cus_00175,50000,INR,card,technical_error,Unknown technical error,1,returning_customer,2026-04-23T01:30:00Z,false,0,development,20260822
pay_000394,cus_00098,4999,INR,netbanking,daily_limit_exceeded,Daily limit exceeded,3,business_customer,2026-05-23T19:58:00Z,false,0,development,20260822
pay_000395,cus_00148,50000,INR,upi,technical_error,Unknown technical error,1,returning_customer,2026-04-08T19:50:00Z,true,50000,development,20260822
pay_000396,cus_00293,2999,INR,wallet,technical_error,Unknown technical error,2,subscription,2026-06-15T23:12:00Z,false,0,development,20260822
pay_000397,cus_00141,7500,INR,netbanking,invalid_account,Invalid account,2,new_customer,2026-05-11T15:12:00Z,false,0,development,20260822
pay_000398,cus_00033,4999,INR,upi,daily_limit_exceeded,Daily limit exceeded,1,business_customer,2026-05-29T17:36:00Z,true,4999,development,20260822
pay_000399,cus_00178,2999,INR,upi,authentication_failure,Authentication failure,3,subscription,2026-01-17T11:10:00Z,false,0,development,20260822
pay_000400,cus_00111,7500,INR,wallet,bank_timeout,Bank timeout,1,returning_customer,2026-01-12T07:31:00Z,true,7500,development,20260822
pay_000401,cus_00098,50000,INR,wallet,invalid_account,Invalid account,1,new_customer,2026-02-23T19:50:00Z,false,0,development,20260822
pay_000402,cus_00026,2999,INR,upi,technical_error,Unknown technical error,2,subscription,2026-01-27T23:14:00Z,false,0,development,20260822
pay_000403,cus_00117,999,INR,wallet,insufficient_funds,Insufficient funds,1,business_customer,2026-05-06T05:22:00Z,false,0,development,20260822
pay_000404,cus_00127,25000,INR,wallet,technical_error,Unknown technical error,1,returning_customer,2026-06-09T18:09:00Z,false,0,development,20260822
pay_000405,cus_00303,7500,INR,netbanking,expired_card,Expired card,1,subscription,2026-01-14T11:26:00Z,true,7500,development,20260822
pay_000406,cus_00042,12000,INR,wallet,insufficient_funds,Insufficient funds,1,subscription,2026-03-02T17:10:00Z,true,12000,development,20260822
pay_000407,cus_00363,12000,INR,upi,expired_card,Expired card,2,subscription,2026-04-28T23:36:00Z,true,12000,development,20260822
pay_000408,cus_00376,2999,INR,upi,expired_card,Expired card,3,business_customer,2026-03-21T08:41:00Z,false,0,development,20260822
